Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
378850,OFFICE OF THE COMPTROLLER,External,2,IT Security Specialist - Security Audits (2 positions),IT SECURITY SPECIALIST,95622,0,"Technology, Data & Innovation",F,75000,90000,Annual,"1 Centre St., N.Y.",Management Audit,New York City Residency is not required for this position,2019-06-12T00:00:00.000,,2019-06-12T00:00:00.000,2019-07-30T00:00:00.000
378850,OFFICE OF THE COMPTROLLER,Internal,2,IT Security Specialist - Security Audits (2 positions),IT SECURITY SPECIALIST,95622,0,"Technology, Data & Innovation",F,75000,90000,Annual,"1 Centre St., N.Y.",Management Audit,New York City Residency is not required for this position,2019-06-12T00:00:00.000,,2019-06-12T00:00:00.000,2019-07-30T00:00:00.000
378902,DEPT OF INFO TECH & TELECOMM,External,4,Associate Cloud Reliability Engineer,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",,75000,90000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-04-04T00:00:00.000,2019-07-30T00:00:00.000
378902,DEPT OF INFO TECH & TELECOMM,Internal,4,Associate Cloud Reliability Engineer,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",,75000,90000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-04-04T00:00:00.000,2019-07-30T00:00:00.000
378928,DEPT OF INFO TECH & TELECOMM,Internal,1,Senior Security Engineer - Applications,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",F,75000,110000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-04-08T00:00:00.000,2019-07-30T00:00:00.000
378928,DEPT OF INFO TECH & TELECOMM,External,1,Senior Security Engineer - Applications,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",F,75000,110000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-04-08T00:00:00.000,2019-07-30T00:00:00.000
378936,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Procurement Specialist,PROCUREMENT ANALYST,12158,2,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,48399,78211,Annual,96-05 Horace Harding Expway,Capital Program Unit,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-08T00:00:00.000,,2019-05-03T00:00:00.000,2019-07-30T00:00:00.000
378936,DEPT OF ENVIRONMENT PROTECTION,External,1,Procurement Specialist,PROCUREMENT ANALYST,12158,2,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,48399,78211,Annual,96-05 Horace Harding Expway,Capital Program Unit,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-08T00:00:00.000,,2019-05-03T00:00:00.000,2019-07-30T00:00:00.000
379002,DEPT OF INFO TECH & TELECOMM,External,1,Security Engineer - Applications,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",F,75000,90000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-04-08T00:00:00.000,2019-07-30T00:00:00.000
379002,DEPT OF INFO TECH & TELECOMM,Internal,1,Security Engineer - Applications,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",F,75000,90000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-04-08T00:00:00.000,2019-07-30T00:00:00.000
379019,DEPT OF DESIGN & CONSTRUCTION,Internal,2,Senior Cost Estimator,ADM CONSTRUCTION PRJ MGR-NM,8299A,0,"Engineering, Architecture, & Planning",P,52137,141865,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Arch,New York City Residency is not required for this position,2019-01-04T00:00:00.000,,2019-03-25T00:00:00.000,2019-07-30T00:00:00.000
379019,DEPT OF DESIGN & CONSTRUCTION,External,2,Senior Cost Estimator,ADM CONSTRUCTION PRJ MGR-NM,8299A,0,"Engineering, Architecture, & Planning",P,52137,141865,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Arch,New York City Residency is not required for this position,2019-01-04T00:00:00.000,,2019-03-25T00:00:00.000,2019-07-30T00:00:00.000
379052,DEPARTMENT OF INVESTIGATION,External,1,Digital Forensic Investigator,CONFIDENTIAL INVESTIGATOR,31143,1,"Public Safety, Inspections, & Enforcement",F,43799,62809,Annual,80 Maiden Lane,Default,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-04T00:00:00.000,2019-09-01T00:00:00.000,2019-01-04T00:00:00.000,2019-07-30T00:00:00.000
379052,DEPARTMENT OF INVESTIGATION,Internal,1,Digital Forensic Investigator,CONFIDENTIAL INVESTIGATOR,31143,1,"Public Safety, Inspections, & Enforcement",F,43799,62809,Annual,80 Maiden Lane,Default,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-04T00:00:00.000,2019-09-01T00:00:00.000,2019-01-04T00:00:00.000,2019-07-30T00:00:00.000
379094,NYC EMPLOYEES RETIREMENT SYS,External,1,CERTIFIED IT DEVELOPER (APPLICATIONS),CERT IT DEVELOPER (APP),13643,2,"Technology, Data & Innovation",F,82884,116391,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,New York City Residency is not required for this position,2019-01-07T00:00:00.000,,2019-01-07T00:00:00.000,2019-07-30T00:00:00.000
379094,NYC EMPLOYEES RETIREMENT SYS,Internal,1,CERTIFIED IT DEVELOPER (APPLICATIONS),CERT IT DEVELOPER (APP),13643,2,"Technology, Data & Innovation",F,82884,116391,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,New York City Residency is not required for this position,2019-01-07T00:00:00.000,,2019-01-07T00:00:00.000,2019-07-30T00:00:00.000
379095,NYC EMPLOYEES RETIREMENT SYS,Internal,2,COMPUTER SPECIALIST (SOFTWARE),COMPUTER SPECIALIST (SOFTWARE),13632,1,"Technology, Data & Innovation",F,79564,99161,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,New York City Residency is not required for this position,2019-01-08T00:00:00.000,,2019-01-08T00:00:00.000,2019-07-30T00:00:00.000
379095,NYC EMPLOYEES RETIREMENT SYS,External,2,COMPUTER SPECIALIST (SOFTWARE),COMPUTER SPECIALIST (SOFTWARE),13632,1,"Technology, Data & Innovation",F,79564,99161,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,New York City Residency is not required for this position,2019-01-08T00:00:00.000,,2019-01-08T00:00:00.000,2019-07-30T00:00:00.000
379096,NYC EMPLOYEES RETIREMENT SYS,External,1,COMPUTER SPECIALIST (SOFTWARE),COMPUTER SPECIALIST (SOFTWARE),13632,3,"Technology, Data & Innovation",F,89509,116126,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,New York City Residency is not required for this position,2019-01-07T00:00:00.000,,2019-01-07T00:00:00.000,2019-07-30T00:00:00.000
379096,NYC EMPLOYEES RETIREMENT SYS,Internal,1,COMPUTER SPECIALIST (SOFTWARE),COMPUTER SPECIALIST (SOFTWARE),13632,3,"Technology, Data & Innovation",F,89509,116126,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,New York City Residency is not required for this position,2019-01-07T00:00:00.000,,2019-01-07T00:00:00.000,2019-07-30T00:00:00.000
379149,TAXI & LIMOUSINE COMMISSION,Internal,1,Human Resources Specialist,COMMUNITY ASSOCIATE,56057,0,Administration & Human Resources,F,50000,60000,Annual,"33 Beaver St, New York Ny",Human Resources,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-08T00:00:00.000,,2019-04-11T00:00:00.000,2019-07-30T00:00:00.000
379149,TAXI & LIMOUSINE COMMISSION,External,1,Human Resources Specialist,COMMUNITY ASSOCIATE,56057,0,Administration & Human Resources,F,50000,60000,Annual,"33 Beaver St, New York Ny",Human Resources,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-08T00:00:00.000,,2019-04-11T00:00:00.000,2019-07-30T00:00:00.000
379256,DEPT OF INFO TECH & TELECOMM,Internal,1,Application Support Specialist (CRM/Portal),COMPUTER SPECIALIST (SOFTWARE),13632,1,"Technology, Data & Innovation",,79564,98696,Annual,2 Metro Tech,IT Operations Support,New York City Residency is not required for this position,2019-02-01T00:00:00.000,,2019-04-08T00:00:00.000,2019-07-30T00:00:00.000
379315,DEPT OF DESIGN & CONSTRUCTION,External,1,Junior Web Application Developer,CERT IT DEVELOPER (APP),13643,1,"Technology, Data & Innovation",F,79564,108087,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sm/Its-Application,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-07-08T00:00:00.000,2019-07-30T00:00:00.000
379315,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Junior Web Application Developer,CERT IT DEVELOPER (APP),13643,1,"Technology, Data & Innovation",F,79564,108087,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sm/Its-Application,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-07-08T00:00:00.000,2019-07-30T00:00:00.000
379361,DEPT OF ENVIRONMENT PROTECTION,Internal,1,"Chief, Infrastructure - Southeast Queens",ADMINISTRATIVE ENGINEER,10015,M2,"Engineering, Architecture, & Planning",F,63031,147057,Annual,59-17 Junction Blvd Corona Ny,JOCS- IFA,New York City Residency is not required for this position,2019-01-09T00:00:00.000,,2019-01-09T00:00:00.000,2019-07-30T00:00:00.000
379378,DEPARTMENT OF CITY PLANNING,External,1,Assistant Counsel,AGENCY ATTORNEY,30087,2,"Legal Affairs Policy, Research & Analysis",F,70000,90000,Annual,"120 Broadway, New York, NY",Counsel,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-09T00:00:00.000,,2019-01-10T00:00:00.000,2019-07-30T00:00:00.000
379378,DEPARTMENT OF CITY PLANNING,Internal,1,Assistant Counsel,AGENCY ATTORNEY,30087,2,"Legal Affairs Policy, Research & Analysis",F,70000,90000,Annual,"120 Broadway, New York, NY",Counsel,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-09T00:00:00.000,,2019-01-10T00:00:00.000,2019-07-30T00:00:00.000
379470,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CHIEF OF SHAFT MAINTENANCE,ADMINISTRATIVE ENGINEER,10015,M3,"Engineering, Architecture, & Planning",F,69940,186555,Annual,"356 Flushing Ave, Brooklyn",Central Brookly City Operation,New York City Residency is not required for this position,2019-01-15T00:00:00.000,,2019-01-15T00:00:00.000,2019-07-30T00:00:00.000
379509,DEPT OF INFO TECH & TELECOMM,Internal,1,Security Engineer â€“ Data Protection,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",F,75000,90000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-04-04T00:00:00.000,2019-07-30T00:00:00.000
379509,DEPT OF INFO TECH & TELECOMM,External,1,Security Engineer â€“ Data Protection,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",F,75000,90000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-04-04T00:00:00.000,2019-07-30T00:00:00.000
379549,NYC HOUSING AUTHORITY,Internal,1,Senior Estimator (General Construction),SENIOR ESTIMATOR (GENERAL CONS,20127,0,"Finance, Accounting, & Procurement",F,65783,95270,Annual,CP Cap Plan-Technical Planning,Capital Planning Dept,NYCHA has no residency requirements.,2019-02-21T00:00:00.000,,2019-02-21T00:00:00.000,2019-07-30T00:00:00.000
379549,NYC HOUSING AUTHORITY,External,1,Senior Estimator (General Construction),SENIOR ESTIMATOR (GENERAL CONS,20127,0,"Finance, Accounting, & Procurement",F,65783,95270,Annual,CP Cap Plan-Technical Planning,Capital Planning Dept,NYCHA has no residency requirements.,2019-02-21T00:00:00.000,,2019-02-21T00:00:00.000,2019-07-30T00:00:00.000
379556,NYC HOUSING AUTHORITY,Internal,1,Senior Estimator (Mechanical),SENIOR ESTIMATOR (MECHANICAL),20128,0,"Engineering, Architecture, & Planning",F,65783,95270,Annual,CP Cap Plan-Technical Planning,Capital Planning Dept,NYCHA has no residency requirements.,2019-02-21T00:00:00.000,,2019-05-07T00:00:00.000,2019-07-30T00:00:00.000
379556,NYC HOUSING AUTHORITY,External,1,Senior Estimator (Mechanical),SENIOR ESTIMATOR (MECHANICAL),20128,0,"Engineering, Architecture, & Planning",F,65783,95270,Annual,CP Cap Plan-Technical Planning,Capital Planning Dept,NYCHA has no residency requirements.,2019-02-21T00:00:00.000,,2019-05-07T00:00:00.000,2019-07-30T00:00:00.000
379613,DEPT OF ENVIRONMENT PROTECTION,External,2,Industrial Hygienist,INDUSTRIAL HYGIENIST,31305,2,"Health Public Safety, Inspections, & Enforcement",F,54409,73124,Annual,96-05 Horace Harding Expway,Environmental Health Safety,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-15T00:00:00.000,,2019-01-15T00:00:00.000,2019-07-30T00:00:00.000
379613,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Industrial Hygienist,INDUSTRIAL HYGIENIST,31305,2,"Health Public Safety, Inspections, & Enforcement",F,54409,73124,Annual,96-05 Horace Harding Expway,Environmental Health Safety,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-15T00:00:00.000,,2019-01-15T00:00:00.000,2019-07-30T00:00:00.000
379730,DEPT OF INFO TECH & TELECOMM,External,1,Security Engineer - Email,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",,75000,90000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-04-04T00:00:00.000,2019-07-30T00:00:00.000
379730,DEPT OF INFO TECH & TELECOMM,Internal,1,Security Engineer - Email,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",,75000,90000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-01-18T00:00:00.000,,2019-04-04T00:00:00.000,2019-07-30T00:00:00.000
379761,DEPT OF ENVIRONMENT PROTECTION,Internal,1,MACHINIST'S HELPER,MACHINIST'S HELPER,92611,0,Building Operations & Maintenance,F,32.7,38.05,Hourly,59-17 Junction Blvd Corona Ny,Truck Main Maintenance,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-16T00:00:00.000,,2019-01-16T00:00:00.000,2019-07-30T00:00:00.000
379761,DEPT OF ENVIRONMENT PROTECTION,External,1,MACHINIST'S HELPER,MACHINIST'S HELPER,92611,0,Building Operations & Maintenance,F,32.7,38.05,Hourly,59-17 Junction Blvd Corona Ny,Truck Main Maintenance,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-16T00:00:00.000,,2019-01-16T00:00:00.000,2019-07-30T00:00:00.000
379780,NYC HOUSING AUTHORITY,External,1,Director -Field Operations,ADMINISTRATIVE CONSTRUCTION PR,82991,M4,"Engineering, Architecture, & Planning",F,135000,145000,Annual,Field Operations Office of DIR,Field Operations Department,NYCHA has no residency requirements.,2019-02-21T00:00:00.000,,2019-02-21T00:00:00.000,2019-07-30T00:00:00.000
379780,NYC HOUSING AUTHORITY,Internal,1,Director -Field Operations,ADMINISTRATIVE CONSTRUCTION PR,82991,M4,"Engineering, Architecture, & Planning",F,135000,145000,Annual,Field Operations Office of DIR,Field Operations Department,NYCHA has no residency requirements.,2019-02-21T00:00:00.000,,2019-02-21T00:00:00.000,2019-07-30T00:00:00.000
379788,DEPARTMENT OF PROBATION,External,2,Computer Associate (Software),COMPUTER ASSOC (SOFTWARE),13631,1,"Technology, Data & Innovation",F,64657,80000,Annual,"33 Beaver St, New York Ny",Information Technology,New York City Residency is not required for this position,2019-01-10T00:00:00.000,,2019-01-31T00:00:00.000,2019-07-30T00:00:00.000
379788,DEPARTMENT OF PROBATION,Internal,2,Computer Associate (Software),COMPUTER ASSOC (SOFTWARE),13631,1,"Technology, Data & Innovation",F,64657,80000,Annual,"33 Beaver St, New York Ny",Information Technology,New York City Residency is not required for this position,2019-01-10T00:00:00.000,,2019-01-31T00:00:00.000,2019-07-30T00:00:00.000
379836,FINANCIAL INFO SVCS AGENCY,External,1,OMB BUSINESS ANALYST,IT PROJECT SPECIALIST,95710,0,"Technology, Data & Innovation",F,75000,105000,Annual,5 Manhattan West,OPS/FS/Business Team,New York City Residency is not required for this position,2019-01-10T00:00:00.000,,2019-01-11T00:00:00.000,2019-07-30T00:00:00.000
379836,FINANCIAL INFO SVCS AGENCY,Internal,1,OMB BUSINESS ANALYST,IT PROJECT SPECIALIST,95710,0,"Technology, Data & Innovation",F,75000,105000,Annual,5 Manhattan West,OPS/FS/Business Team,New York City Residency is not required for this position,2019-01-10T00:00:00.000,,2019-01-11T00:00:00.000,2019-07-30T00:00:00.000
379883,DEPT OF ENVIRONMENT PROTECTION,External,1,Forestry Program Manager,ADMINISTRATIVE PROJECT MANAGER,8300B,0,"Engineering, Architecture, & Planning",F,90000,110000,Annual,"71 Smith Avenue, Kingston, Ny",IBM Complex,New York City Residency is not required for this position.,2019-01-15T00:00:00.000,,2019-01-15T00:00:00.000,2019-07-30T00:00:00.000
379883,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Forestry Program Manager,ADMINISTRATIVE PROJECT MANAGER,8300B,0,"Engineering, Architecture, & Planning",F,90000,110000,Annual,"71 Smith Avenue, Kingston, Ny",IBM Complex,New York City Residency is not required for this position.,2019-01-15T00:00:00.000,,2019-01-15T00:00:00.000,2019-07-30T00:00:00.000
379976,DEPARTMENT OF BUSINESS SERV.,External,1,"DATA ANALYST, BUSINESS OPERATIONS",COMMUNITY COORDINATOR,56058,0,Constituent Services & Community Programs,F,52524,65000,Annual,110 William St. N Y,Business Center Operations,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-23T00:00:00.000,,2019-01-23T00:00:00.000,2019-07-30T00:00:00.000
379976,DEPARTMENT OF BUSINESS SERV.,Internal,1,"DATA ANALYST, BUSINESS OPERATIONS",COMMUNITY COORDINATOR,56058,0,Constituent Services & Community Programs,F,52524,65000,Annual,110 William St. N Y,Business Center Operations,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-23T00:00:00.000,,2019-01-23T00:00:00.000,2019-07-30T00:00:00.000
379995,DEPT OF DESIGN & CONSTRUCTION,External,1,Program Coordinator,ADMINISTRATIVE PROJECT MANAGER,8300B,0,"Engineering, Architecture, & Planning",F,52137,144413,Annual,30-30 Thomson Ave L I City Qns,Infra-Design 2-Executive,New York City Residency is not required for this position.,2019-01-17T00:00:00.000,,2019-01-22T00:00:00.000,2019-07-30T00:00:00.000
379995,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Program Coordinator,ADMINISTRATIVE PROJECT MANAGER,8300B,0,"Engineering, Architecture, & Planning",F,52137,144413,Annual,30-30 Thomson Ave L I City Qns,Infra-Design 2-Executive,New York City Residency is not required for this position.,2019-01-17T00:00:00.000,,2019-01-22T00:00:00.000,2019-07-30T00:00:00.000
380139,DEPARTMENT OF TRANSPORTATION,Internal,2,Data Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,2,"Technology, Data & Innovation",F,82884,106786,Annual,34-02 Queens Boulevard Long Is,Parking Adm-Exec,New York City Residency is not required for this position,2019-01-16T00:00:00.000,,2019-01-17T00:00:00.000,2019-07-30T00:00:00.000
380178,DEPT OF INFO TECH & TELECOMM,Internal,1,Franchise Planner,CITY PLANNER,22122,2,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,63309,77423,Annual,15 Metrotech,Franchise Admin,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-02-01T00:00:00.000,,2019-02-15T00:00:00.000,2019-07-30T00:00:00.000
380188,DEPT OF HEALTH/MENTAL HYGIENE,Internal,9,"Trainer (Part-Time), Bureau of Systems Strengthening and Access",COMMUNITY COORDINATOR,56058,0,"Health Policy, Research & Analysis",P,28.7488,35.58,Hourly,42-09 28th Street,MHY Comm Eng Pol & Prac,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-11T00:00:00.000,2019-08-30T00:00:00.000,2019-07-12T00:00:00.000,2019-07-30T00:00:00.000
380188,DEPT OF HEALTH/MENTAL HYGIENE,External,9,"Trainer (Part-Time), Bureau of Systems Strengthening and Access",COMMUNITY COORDINATOR,56058,0,"Health Policy, Research & Analysis",P,28.7488,35.58,Hourly,42-09 28th Street,MHY Comm Eng Pol & Prac,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-11T00:00:00.000,2019-08-30T00:00:00.000,2019-07-12T00:00:00.000,2019-07-30T00:00:00.000
380424,NYC HOUSING AUTHORITY,External,1,Training Coordinator,STAFF ANALYST,12626,2,"Policy, Research & Analysis",F,58152,74479,Annual,Compliance & Training,QA Compliance & Training Dept,NYCHA has no residency requirements.,2019-02-21T00:00:00.000,,2019-02-21T00:00:00.000,2019-07-30T00:00:00.000
380424,NYC HOUSING AUTHORITY,Internal,1,Training Coordinator,STAFF ANALYST,12626,2,"Policy, Research & Analysis",F,58152,74479,Annual,Compliance & Training,QA Compliance & Training Dept,NYCHA has no residency requirements.,2019-02-21T00:00:00.000,,2019-02-21T00:00:00.000,2019-07-30T00:00:00.000
380495,ADMIN TRIALS AND HEARINGS,External,2,Richard C. Failla OATH Law Clerk Fellowship,AGENCY ATTORNEY INTERNE,30086,0,Legal Affairs,P,32.57,32.57,Hourly,"100 Church St., N.Y.",Trial Division,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-07T00:00:00.000,,2019-05-14T00:00:00.000,2019-07-30T00:00:00.000
380495,ADMIN TRIALS AND HEARINGS,Internal,2,Richard C. Failla OATH Law Clerk Fellowship,AGENCY ATTORNEY INTERNE,30086,0,Legal Affairs,P,32.57,32.57,Hourly,"100 Church St., N.Y.",Trial Division,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-05-07T00:00:00.000,,2019-05-14T00:00:00.000,2019-07-30T00:00:00.000
380498,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Assistant Environmental Engineer,ASSISTANT ENVIRONMENTAL ENGINE,20617,0,"Engineering, Architecture, & Planning",F,55416,63728,Annual,96-05 Horace Harding Expway,Program Management,New York City Residency is not required for this position,2019-01-16T00:00:00.000,,2019-01-16T00:00:00.000,2019-07-30T00:00:00.000
380498,DEPT OF ENVIRONMENT PROTECTION,External,1,Assistant Environmental Engineer,ASSISTANT ENVIRONMENTAL ENGINE,20617,0,"Engineering, Architecture, & Planning",F,55416,63728,Annual,96-05 Horace Harding Expway,Program Management,New York City Residency is not required for this position,2019-01-16T00:00:00.000,,2019-01-16T00:00:00.000,2019-07-30T00:00:00.000
380549,DEPT OF ENVIRONMENT PROTECTION,Internal,1,EHS Program Manager,ADMINISTRATIVE PROJECT MANAGER,8300B,0,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,52137,144413,Annual,"465 Columbus Ave. Valhalla, Ny",I.F.A.-Sources Construction,New York City Residency is not required for this position,2019-01-16T00:00:00.000,,2019-01-16T00:00:00.000,2019-07-30T00:00:00.000
380549,DEPT OF ENVIRONMENT PROTECTION,External,1,EHS Program Manager,ADMINISTRATIVE PROJECT MANAGER,8300B,0,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,52137,144413,Annual,"465 Columbus Ave. Valhalla, Ny",I.F.A.-Sources Construction,New York City Residency is not required for this position,2019-01-16T00:00:00.000,,2019-01-16T00:00:00.000,2019-07-30T00:00:00.000
380583,DEPT OF INFO TECH & TELECOMM,Internal,4,Vulnerability Specialist,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",,75000,100000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-02-01T00:00:00.000,,2019-06-07T00:00:00.000,2019-07-30T00:00:00.000
